variable,paper_id,agent_A,agent_B,agent_C,agent_D,conflict_class,priority,proposed_consensus,decision_type(多数/僵持/专家),rationale_rule_ids(如:R1|R3),evidence_anchor_ids(如:E2|E5),comments,decided_by,decided_at
coder_notes_rule_code,4,902,906,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.326202
coder_notes_rule_code,5,902,908,902,902,多派分歧,3,902.0,多数,,,,PI,2025-10-06T12:45:24.327526
coder_notes_rule_code,7,902,905,909,902,多派分歧,3,902.0,多数,,,,PI,2025-10-06T12:45:24.328879
coder_notes_rule_code,8,909,907,909,909,多派分歧,3,909.0,多数,,,,PI,2025-10-06T12:45:24.330427
coder_notes_rule_code,9,902,905,909,902,多派分歧,3,902.0,多数,,,,PI,2025-10-06T12:45:24.331781
coder_notes_rule_code,10,902,906,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.333397
coder_notes_rule_code,11,902,905,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.334841
coder_notes_rule_code,12,902,906,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.336297
coder_notes_rule_code,13,902,905,902,907,多派分歧,3,902.0,多数,,,,PI,2025-10-06T12:45:24.337831
coder_notes_rule_code,14,906,906,902,904,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.339269
coder_notes_rule_code,15,906,906,909,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.340703
coder_notes_rule_code,16,906,907,909,902,多派分歧,3,906.0,多数,R_CN_01,,R_CN_01：A 缺失补偿——据材料缺口统一注记为906。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,17,906,906,909,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.343688
coder_notes_rule_code,18,902,906,904,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.345133
coder_notes_rule_code,19,902,905,904,907,多派分歧,3,902.0,多数,R_CN_01,,R_CN_01：B 上下位比照——按上位归并口径注记为902。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,20,906,905,907,907,多派分歧,3,907.0,多数,,,,PI,2025-10-06T12:45:24.348094
coder_notes_rule_code,21,906,906,906,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.349547
coder_notes_rule_code,22,906,906,906,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.350968
coder_notes_rule_code,26,906,905,906,902,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.352507
coder_notes_rule_code,28,906,906,906,902,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.353974
coder_notes_rule_code,30,906,906,906,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.355522
coder_notes_rule_code,31,906,906,906,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.357310
coder_notes_rule_code,32,906,906,906,902,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.358886
coder_notes_rule_code,33,905,906,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.360301
coder_notes_rule_code,34,902,906,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.361776
coder_notes_rule_code,36,906,905,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.363284
coder_notes_rule_code,37,906,906,906,902,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.364607
coder_notes_rule_code,38,906,906,906,902,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.366106
coder_notes_rule_code,39,906,906,906,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.367606
coder_notes_rule_code,40,906,906,906,909,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.368964
coder_notes_rule_code,41,905,905,906,907,多派分歧,3,905.0,多数,,,,PI,2025-10-06T12:45:24.370546
coder_notes_rule_code,42,906,905,906,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.371897
coder_notes_rule_code,43,906,905,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.373467
coder_notes_rule_code,45,905,906,906,902,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.374935
coder_notes_rule_code,48,906,906,906,909,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.376419
coder_notes_rule_code,49,906,905,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.377880
coder_notes_rule_code,50,906,906,906,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.379343
coder_notes_rule_code,51,902,905,906,907,多派分歧,3,906.0,多数,R_CN_01,,R_CN_01：A 缺失补偿——据材料缺口统一注记为906。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,52,902,906,906,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.382145
coder_notes_rule_code,53,902,905,906,907,多派分歧,3,906.0,多数,R_CN_01,,R_CN_01：A 缺失补偿——据材料缺口统一注记为906。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,54,902,905,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.385071
coder_notes_rule_code,55,902,905,906,907,多派分歧,3,906.0,多数,R_CN_01,,R_CN_01：A 缺失补偿——据材料缺口统一注记为906。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,56,902,905,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.387935
coder_notes_rule_code,57,902,906,906,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.389692
coder_notes_rule_code,58,902,906,906,909,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.391106
coder_notes_rule_code,59,906,906,906,909,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.392496
coder_notes_rule_code,60,906,906,906,902,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.394113
coder_notes_rule_code,61,902,905,906,907,多派分歧,3,906.0,多数,R_CN_01,,R_CN_01：A 缺失补偿——据材料缺口统一注记为906。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,62,906,906,902,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.397425
coder_notes_rule_code,63,906,905,902,902,多派分歧,3,902.0,多数,,,,PI,2025-10-06T12:45:24.398897
coder_notes_rule_code,64,902,906,902,907,多派分歧,3,902.0,多数,,,,PI,2025-10-06T12:45:24.400407
coder_notes_rule_code,65,906,906,902,909,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.401883
coder_notes_rule_code,66,905,906,902,907,多派分歧,3,906.0,多数,R_CN_01,,R_CN_01：A 缺失补偿——据材料缺口统一注记为906。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,67,905,905,902,906,多派分歧,3,905.0,多数,,,,PI,2025-10-06T12:45:24.405089
coder_notes_rule_code,68,906,906,909,906,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.406630
coder_notes_rule_code,69,906,906,909,907,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.408049
coder_notes_rule_code,70,906,905,909,907,多派分歧,3,906.0,多数,R_CN_01,,R_CN_01：A 缺失补偿——据材料缺口统一注记为906。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,71,906,905,909,907,多派分歧,3,906.0,多数,R_CN_01,,R_CN_01：A 缺失补偿——据材料缺口统一注记为906。,PI,2025-10-07T07:37:59.392470
coder_notes_rule_code,72,909,905,909,906,多派分歧,3,909.0,多数,,,,PI,2025-10-06T12:45:24.412370
coder_notes_rule_code,73,909,905,909,907,多派分歧,3,909.0,多数,,,,PI,2025-10-06T12:45:24.414020
coder_notes_rule_code,74,909,905,909,907,多派分歧,3,909.0,多数,,,,PI,2025-10-06T12:45:24.415475
coder_notes_rule_code,75,909,906,909,902,多派分歧,3,909.0,多数,,,,PI,2025-10-06T12:45:24.416820
coder_notes_rule_code,76,909,905,909,903,多派分歧,3,909.0,多数,,,,PI,2025-10-06T12:45:24.418408
coder_notes_rule_code,77,909,906,909,907,多派分歧,3,909.0,多数,,,,PI,2025-10-06T12:45:24.419819
coder_notes_rule_code,78,906,906,909,908,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.421351
coder_notes_rule_code,79,908,905,908,907,多派分歧,3,908.0,多数,,,,PI,2025-10-06T12:45:24.422859
coder_notes_rule_code,80,906,906,906,902,多派分歧,3,906.0,多数,,,,PI,2025-10-06T12:45:24.424349
MethodFamily,6,199,102,199,102,两派分歧,2,,专家,R_MF_01,,R_MF_01：按程序锚点识别具体方法门类。,,
MethodFamily,44,101,101,102,102,两派分歧,2,,专家,R_MF_01,,R_MF_01：按程序锚点识别具体方法门类。,,
MethodFamily,46,101,101,102,102,两派分歧,2,,专家,R_MF_01,,R_MF_01：按程序锚点识别具体方法门类。,,
MethodTag,6,40,20,40,20,两派分歧,2,,,R_TAG_01,,R_TAG_01：按题旨与方法文本的功能性标签归类。,,
MethodTag,13,10,20,10,20,两派分歧,2,,,R_TAG_01,,R_TAG_01：按题旨与方法文本的功能性标签归类。,,
MethodTag,72,30,20,30,20,两派分歧,2,,,R_TAG_01,,R_TAG_01：按题旨与方法文本的功能性标签归类。,,
MethodTag,73,30,20,30,20,两派分歧,2,,,R_TAG_01,,R_TAG_01：按题旨与方法文本的功能性标签归类。,,
MethodTag,74,30,20,30,20,两派分歧,2,,,R_TAG_01,,R_TAG_01：按题旨与方法文本的功能性标签归类。,,
MethodTag,76,30,20,30,20,两派分歧,2,,,R_TAG_01,,R_TAG_01：按题旨与方法文本的功能性标签归类。,,
MethodTag,77,30,20,30,20,两派分歧,2,,,R_TAG_01,,R_TAG_01：按题旨与方法文本的功能性标签归类。,,
Methodology,6,1,3,1,3,两派分歧,2,,,R_MD_01,,R_MD_01：依据研究方式层级规范进行判定。,,
Methodology,17,3,3,2,2,两派分歧,2,,,R_MD_01,,R_MD_01：依据研究方式层级规范进行判定。,,
Methodology,20,3,3,2,2,两派分歧,2,,,R_MD_01,,R_MD_01：依据研究方式层级规范进行判定。,,
Methodology,63,3,3,1,1,两派分歧,2,,,R_MD_01,,R_MD_01：依据研究方式层级规范进行判定。,,
Methodology,69,3,3,2,2,两派分歧,2,,,R_MD_01,,R_MD_01：依据研究方式层级规范进行判定。,,
Methodology,70,3,3,2,2,两派分歧,2,,,R_MD_01,,R_MD_01：依据研究方式层级规范进行判定。,,
Methodology,71,3,3,2,2,两派分歧,2,,,R_MD_01,,R_MD_01：依据研究方式层级规范进行判定。,,
Methodology,72,2,3,2,3,两派分歧,2,,,R_MD_01,,R_MD_01：依据研究方式层级规范进行判定。,,
coder_notes_rule_code,6,902,906,902,906,两派分歧,2,,专家,,,,,
coder_notes_rule_code,44,905,905,906,906,两派分歧,2,,专家,,,,,
coder_notes_rule_code,46,905,905,906,906,两派分歧,2,,专家,,,,,
MethodNormativity,1,1,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,2,1,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,3,1,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,4,1,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,5,1,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,6,1,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,7,1,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,8,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,9,1,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,10,1,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,11,1,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,12,1,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,13,1,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,14,2,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,16,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,18,1,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,19,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,21,2,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,22,2,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,23,2,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,24,2,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,26,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,28,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,29,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,32,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,33,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,34,1,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,35,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,36,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,37,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,38,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,43,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,45,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,49,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,51,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,52,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,53,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,54,1,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,55,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,56,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,57,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,58,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,60,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,61,1,2,2,2,相邻分歧,1,,,,,,,
MethodNormativity,62,2,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,63,2,2,1,1,相邻分歧,1,,,,,,,
MethodNormativity,64,1,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,65,2,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,66,2,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,67,2,2,1,2,相邻分歧,1,,,,,,,
MethodNormativity,75,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,78,2,2,2,1,相邻分歧,1,,,,,,,
MethodNormativity,80,2,2,1,1,相邻分歧,1,,,,,,,
MethodTransparency,16,1,2,1,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,17,2,1,1,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,18,2,1,1,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,19,1,1,1,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,20,2,1,1,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,25,2,1,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,27,2,1,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,30,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,31,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,33,2,1,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,34,1,1,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,41,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,43,2,1,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,48,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,49,2,2,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,50,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,51,1,2,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,52,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,53,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,54,2,2,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,55,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,56,2,1,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,57,2,1,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,58,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,59,2,1,2,2,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
MethodTransparency,60,2,1,2,1,相邻分歧,1,,,R_TR_01,,R_TR_01：按七项可复核线索计数形成分档。,,
